movieId,imdbId,tmdbId,tmdb_rating
2751,0093051,24081,0.59
2752,0093690,20242,0.6
2754,0092850,66194,0.5
2757,0083967,3526,0.69
2759,0144168,16406,0.59
2761,0129167,10386,0.8
2762,0167404,745,0.8
2763,0155267,913,0.67
2764,0063688,912,0.68
2765,0122515,12229,0.63
2766,0168449,67323,0.54
2769,0138946,19457,0.62
2770,0131325,11353,0.62
2771,0120620,17707,0.64
2772,0165710,9781,0.67
2774,0168987,18212,0.6
2775,0138487,13817,0.63
2779,0077663,12185,0.66
2782,0055304,28501,0.69
2784,0058333,25319,0.66
2786,0091178,24103,0.54
2787,0088889,10552,0.67
2788,0066765,9267,0.72
2789,0077394,10766,0.64
2790,0082377,10768,0.58
2791,0080339,813,0.73
2792,0083530,2665,0.61
2793,0118604,9406,0.6
2794,0089670,11418,0.62
2795,0085995,11153,0.71
2796,0095188,14170,0.62
2797,0094737,2280,0.72
2798,0100419,11077,0.61
2799,0102719,28597,0.59
2800,0104740,22611,0.69
2801,0119843,39780,0.63
2802,0096244,10396,0.61
2803,0107798,9944,0.66
2804,0085334,850,0.73
2805,0130121,10154,0.57
2806,0133046,10342,0.55
2807,0176269,10366,0.59
2808,0105698,9349,0.63
2810,0156887,10494,0.83
2812,0160401,22314,0.64
2813,0181833,51679,0.51
2815,0091278,11037,0.55
2816,0095382,11955,0.44
2817,0103617,2038,0.41
2818,0113438,28737,0.33
2819,0073802,11963,0.73
2820,0058175,141489,0.65
2822,0104839,9096,0.6
2824,0181733,113273,0.65
2826,0120657,1911,0.67
2827,0138304,2900,0.56
2828,0160236,17709,0.41
2829,0164108,37718,0.52
2835,0163579,2162,0.49
2836,0125971,14578,0.58
2837,0126810,40694,0.62
2839,0157183,49184,0.72
2840,0145531,10307,0.63
2841,0164181,11601,0.67
2843,0118843,1075,0.77
2844,0151582,21719,0.54
2846,0097050,47951,0.65
2847,0031762,43832,0.72
2848,0045251,47697,0.74
2851,0081454,,
2852,0088146,26522,0.68
2856,0059297,28295,0.62
2857,0063823,12105,0.71
2858,0169547,14,0.8
2859,0088178,24128,0.83
2860,0181316,11001,0.65
2861,0126916,10390,0.65
2862,0080491,9453,0.6
2863,0058182,704,0.73
2865,0173390,142132,0.5
2866,0077280,24153,0.72
2867,0089175,11797,0.7
2868,0097390,18086,0.63
2870,0061385,17887,0.71
2871,0068473,10669,0.73
2872,0082348,11527,0.69
2874,0050814,40867,0.62
2875,0108185,1049,0.63
2876,0111419,28032,0.64
2877,0073812,11326,0.65
2878,0082511,28377,0.55
2879,0099558,10975,0.73
2880,0091431,10974,0.7
2881,0150377,10398,0.66
2882,0120716,2290,0.67
2883,0140397,24071,0.65
2884,0129884,62994,0.55
2885,0160338,60994,0.59
2886,0159421,16112,0.63
2887,0168172,32305,0.28
2888,0164114,14429,0.66
2889,0134618,15198,0.62
2890,0120188,6415,0.67
2891,0162360,24066,0.57
2892,0133122,21430,0.53
2893,0134033,10381,0.6
2894,0194314,171982,0.6
2896,0060095,60285,0.62
2897,0087188,5622,0.72
2898,0106664,10349,0.6
2899,0031397,42518,0.62
2900,0095652,29787,0.63
2901,0079714,9638,0.65
2902,0086154,10576,0.65
2903,0091799,12662,0.56
2905,0056443,11712,0.79
2906,0156934,12618,0.55
2907,0167427,13824,0.53
2908,0171804,226,0.74
2912,0165854,10388,0.66
2915,0086200,9346,0.66
2916,0100802,861,0.73
2917,0082089,14412,0.7
2918,0091042,9377,0.76
2919,0086617,11541,0.66
2921,0068699,11901,0.73
2922,0061747,4929,0.68
2924,0080179,11230,0.74
2925,0065571,8416,0.77
2926,0095270,11054,0.68
2927,0037558,851,0.77
2928,0087980,24453,0.63
2929,0082979,18254,0.69
2930,0176093,56235,0.69
2931,0097223,20123,0.77
2932,0077405,16642,0.75
2935,0033804,3086,0.72
2936,0034240,16305,0.74
2937,0035169,32255,0.7
2939,0046126,19997,0.68
2940,0038559,3767,0.75
2941,0052225,17352,0.61
2942,0085549,535,0.65
2943,0104507,2731,0.7
2944,0061578,1654,0.76
2946,0059260,14831,0.69
2947,0058150,658,0.73
2948,0057076,657,0.71
2949,0055928,646,0.7
2950,0080453,5689,0.62
2951,0058461,391,0.78
2952,0119256,8052,0.69
2953,0104431,772,0.67
2956,0094008,31650,0.59
2959,0137523,550,0.84
2961,0160916,12220,0.61
2962,0119114,1610,0.65
2964,0192194,42881,0.69
2965,0203408,29064,0.47
2966,0166896,404,0.77
2967,0048977,42196,0.71
2968,0081633,36819,0.66
2969,0061138,42726,0.73
2970,0083946,9343,0.76
2971,0078754,16858,0.74
2972,0093206,42006,0.72
2973,0097123,11562,0.74
2974,0200469,10496,0.46
2975,0168501,16162,0.67
2976,0163988,8649,0.66
2977,0142201,31306,0.6
2978,0144640,10563,0.57
2979,0172627,14484,0.47
2982,0099710,32043,0.57
2983,0059319,15247,0.68
2984,0067527,29251,0.68
2985,0093870,5548,0.73
2986,0100502,5549,0.6
2987,0096438,856,0.75
2988,0081150,38772,0.64
2989,0082398,699,0.65
2990,0097742,709,0.64
2991,0070328,253,0.65
2992,0091829,13511,0.53
2993,0059800,660,0.66
2995,0185371,11377,0.56
2996,0166943,26149,0.67
2997,0120601,492,0.74
3000,0119698,128,0.83
3002,0200849,8672,0.73
3003,0170705,8056,0.73
3004,0120596,2020,0.52
3005,0145681,9481,0.68
3006,0140352,9008,0.75
3007,0181288,14242,0.76
3008,0156729,16129,0.66
3010,0200071,11489,0.73
3011,0065088,28145,0.76
3013,0099180,18111,0.65
3014,0082121,31361,0.6
3015,0077355,11223,0.67
3016,0083767,16281,0.69
3017,0092796,16288,0.63
3018,0089885,1694,0.71
3019,0097240,476,0.71
3020,0106856,37094,0.74
3021,0082427,13555,0.58
3022,0017925,961,0.8
3024,0078087,24831,0.59
3028,0061407,25560,0.69
3029,0082817,21610,0.64
3030,0055630,11878,0.81
3031,0100475,11510,0.51
3032,0067525,11234,0.61
3033,0094012,957,0.68
3034,0070608,11886,0.73
3035,0048380,37853,0.7
3036,0082484,62204,0.71
3037,0065988,11040,0.75
3038,0050371,21849,0.76
3039,0086465,1621,0.72
3040,0079540,14035,0.58
3041,0087700,40771,0.41
3042,0093516,40772,0.44
3043,0104837,40773,0.47
3044,0101669,11498,0.64
3045,0105130,11790,0.65
3046,0113416,29371,0.64
3048,0083254,47941,0.5
3051,0149691,21349,0.61
3052,0120655,1832,0.69
3053,0151137,10047,0.64
3054,0190641,10228,0.69
3055,0165773,47692,0.63
3056,0160620,18561,0.61
3057,0118150,144953,0.57
3060,0101605,11663,0.73
3061,0034862,13485,0.7
3062,0056197,9289,0.76
3063,0105156,9264,0.54
3064,0119908,18222,0.48
3066,0066473,11165,0.72
3067,0095675,4203,0.74
3068,0084855,24226,0.74
3070,0086856,11379,0.6
3071,0094027,29154,0.76
3072,0093565,2039,0.68
3073,0059674,77915,0.63
3074,0068762,11943,0.73
3075,0059646,11481,0.74
3076,0057187,2690,0.74
3077,0164312,20565,0.76
3078,0165859,27141,0.68
3079,0178737,10399,0.67
3081,0162661,2668,0.72
3082,0143145,36643,0.63
3083,0185125,99,0.76
3086,0024852,25898,0.64
3087,0096061,9647,0.68
3088,0042546,11787,0.77
3089,0040522,5156,0.82
3090,0093509,24276,0.73
3091,0080979,11953,0.78
3093,0067411,29005,0.72
3094,0093512,26371,0.76
3095,0032551,596,0.78
3096,0050738,52470,0.63
3097,0033045,20334,0.82
3098,0087781,11393,0.69
3099,0073692,31121,0.6
3100,0105265,293,0.7
3101,0093010,10998,0.68
3102,0089360,12235,0.63
3103,0100680,36094,0.64
3104,0095631,9013,0.72
3105,0099077,11005,0.78
3106,0099291,59820,0.61
3107,0101393,2924,0.67
3108,0101889,177,0.73
3109,0088007,38557,0.62
3111,0087921,13681,0.72
3112,0090556,34760,0.74
3113,0146675,9946,0.61
3114,0120363,863,0.76
3115,0155711,31582,0.62
3117,0134154,22267,0.63
3120,0104114,10411,0.6
3125,0172396,20024,0.66
3127,0144715,13787,0.56
3129,0158371,9684,0.68
3130,0099165,9586,0.56
3132,0010040,70801,0.61
3134,0028950,777,0.78
3135,0079239,21887,0.67
3138,0096171,32331,0.63
3141,0100828,32669,0.6
3142,0096328,18161,0.72
3143,0063056,31681,0.69
3145,0150216,32274,0.65
3146,0205000,10402,0.6
3147,0120689,497,0.85
3148,0124315,1715,0.7
3150,0141974,42739,0.68
3152,0067328,25188,0.76
3153,0051337,15515,0.69
3155,0166485,1439,0.68
3156,0182789,2277,0.73
3157,0164912,10137,0.61
3158,0162866,10387,0.69
3159,0120910,49948,0.7
3160,0175880,334,0.77
3161,0119079,30237,0.62
3162,0174204,50116,0.49
3163,0151568,46435,0.66
3165,0106455,22213,0.49
3167,0066892,36492,0.66
3168,0064276,624,0.71
3169,0087231,26578,0.64
3171,0053226,43103,0.68
3173,0146838,9563,0.68
3174,0125664,1850,0.72
3175,0177789,926,0.71
3176,0134119,1213,0.72
3177,0195945,10471,0.65
3178,0174856,10400,0.74
3179,0145653,10397,0.73
3181,0120866,12524,0.65
3182,0192335,28216,0.7
3183,0174268,36773,0.58
3185,0120834,10219,0.6
3186,0172493,3558,0.76
3189,0156812,17908,0.67
3190,0134983,10384,0.49
3192,0169302,48233,0.68
3194,0070903,10236,0.69
3196,0046359,632,0.77
3197,0095897,11851,0.58
3198,0070511,5924,0.78
3200,0070290,14886,0.7
3201,0065724,26617,0.71
3203,0097162,10493,0.66
3204,0077269,16241,0.67
3206,0086859,22160,0.57
3208,0107659,9644,0.6
3210,0083929,13342,0.68
3211,0094924,35119,0.67
3213,0106364,14919,0.75
3214,0088707,14040,0.62
3217,0029606,22692,0.72
3219,0100318,2990,0.62
3221,0083851,10831,0.71
3223,0090366,33078,0.7
3224,0058625,16672,0.82
3225,0186975,10472,0.52
3230,0071935,21489,0.66
3235,0081748,13005,0.59
3238,0120662,18681,0.49
3240,0156639,20468,0.59
3241,0201840,14521,0.66
3243,0104187,10406,0.58
3244,0076095,14741,0.69
3246,0104797,1883,0.75
3247,0105417,2005,0.68
3248,0108147,6279,0.64
3249,0104389,11087,0.69
3250,0106246,7305,0.69
3251,0088683,24735,0.62
3252,0105323,9475,0.78
3253,0105793,8872,0.67
3254,0108525,8873,0.61
3255,0104694,11287,0.72
3256,0105112,9869,0.67
3257,0103855,619,0.67
3258,0104070,9374,0.68
3259,0104231,11259,0.68
3260,0104454,8293,0.7
3261,0105415,11068,0.64
3262,0105665,1923,0.74
3263,0105812,10158,0.66
3264,0103893,10206,0.56
3265,0104684,11782,0.75
3266,0103905,10086,0.72
3267,0104815,9367,0.67
3268,0105477,9876,0.53
3269,0104291,10326,0.65
3270,0104040,16562,0.72
3271,0105046,9609,0.72
3272,0103759,12143,0.7
3273,0134084,4234,0.6
3274,0105414,9605,0.63
3275,0144117,8374,0.73
3276,0171356,29076,0.52
3280,0069754,28156,0.59
3281,0144801,113096,0.64
3283,0067433,24349,0.67
3284,0067848,27841,0.69
3285,0163978,1907,0.65
3286,0184907,15489,0.51
3287,0220099,15655,0.65
3289,0209189,36210,0.74
3294,0074455,30062,0.55
3295,0107920,62463,0.69
3296,0062376,25934,0.75
3298,0181984,14181,0.67
3299,0162983,10385,0.52
3300,0134847,2787,0.68
3301,0190138,2069,0.64
3302,0159272,61416,0.59
3303,0221023,79515,0.69
3306,0018773,28978,0.8
3307,0021749,901,0.83
3308,0087265,25010,0.6
3310,0012349,10098,0.82
3313,0084395,33374,0.5
3315,0043618,127602,0.59
3316,0184858,2155,0.57
3317,0185014,11004,0.68
3323,0194368,20682,0.57
3324,0186045,25166,0.55
3325,0156841,1831,0.53
3326,0181151,10416,0.55
3327,0218043,14271,0.73
3328,0165798,4816,0.73
3329,0094347,19958,0.71
3330,0055471,28569,0.75
3331,0085980,2193,0.5
3334,0040506,11016,0.75
3338,0097372,20423,0.78
3341,0042276,24481,0.72
3342,0086969,11296,0.71
3344,0056875,28172,0.48
3345,0062793,57855,0.57
3347,0086005,14280,0.7
3350,0055353,29478,0.76
3353,0218112,73642,0.57
3354,0183523,2067,0.6
3355,0142688,622,0.65
3357,0181530,28463,0.66
3358,0101698,12186,0.69
3359,0078902,20283,0.71
3360,0091217,5693,0.71
3361,0094812,287,0.66
3362,0072890,968,0.78
3363,0069704,838,0.7
3364,0042208,16958,0.75
3365,0049730,3114,0.77
3368,0051411,12501,0.76
3370,0094731,31618,0.6
3372,0064110,15873,0.67
3374,0104057,68427,0.64
3378,0118043,48213,0.64
3379,0053137,35412,0.66
3384,0072251,8333,0.75
3385,0090274,19259,0.55
3386,0102138,820,0.76
3387,0098645,11718,0.59
3388,0093148,8989,0.61
3389,0091400,32031,0.62
3390,0091934,58048,0.43
3391,0094321,26827,0.55
3392,0098309,11157,0.59
3393,0092834,28370,0.67
3394,0092666,918,0.6
3395,0093596,61178,0.54
3396,0079588,11176,0.72
3397,0082474,14900,0.68
3398,0087755,11899,0.65
3400,0108526,18890,0.61
3401,0088760,19736,0.52
3402,0090219,123047,0.66
3403,0081400,24575,0.53
3404,0046435,16535,0.66
3405,0051994,10971,0.76
3406,0043379,23928,0.68
3408,0195685,462,0.74
3409,0195714,9532,0.66
3410,0180181,117259,0.4
